day,time,demand,clearing price (CNY/MWh)
2022/4/2,10:45,28873.84,42.51
2022/4/2,11:00,30040.49,42.51
2022/4/2,11:15,31660.2,20.56
2022/4/2,11:30,31413.76,20.56
2022/4/2,11:45,31135.07,20.56
2022/4/2,12:00,29780.15,20.56
2022/4/2,12:15,29999.06,-80
2022/4/2,12:30,30025.95,-80
2022/4/2,12:45,31037.81,-80
2022/4/2,13:00,31737.56,-80
2022/4/2,13:15,33689.36,12.62
2022/4/2,13:30,34509.28,12.62
2022/4/2,13:45,35295.13,12.62
2022/4/2,14:00,35702.98,12.62
2022/4/2,14:15,34434.89,40.57
2022/4/2,14:30,33922.83,40.57
2022/4/2,14:45,33773.81,40.57
2022/4/2,15:00,34017.67,40.57
2022/4/2,15:15,33857.39,239.9
2022/4/2,15:30,34703.83,239.9
2022/4/2,15:45,34812.81,239.9
2022/4/2,16:00,35378.78,239.9
2022/4/2,16:15,34882.05,377.05
2022/4/2,16:30,34877.39,377.05
2022/4/2,16:45,34719.95,377.05
2022/4/2,17:00,34404.7,377.05
2022/4/2,17:15,34812.89,559.23
2022/4/2,17:30,35058.66,559.23
2022/4/2,17:45,35684.69,559.23
2022/4/2,18:00,35483.6,559.23
2022/4/2,18:15,35637.4,614.93
2022/4/2,18:30,35384.06,614.93
2022/4/2,18:45,35989.78,614.93
2022/4/2,19:00,36197.58,614.93
2022/4/2,19:15,36396.58,547.15
2022/4/2,19:30,36011.36,547.15
2022/4/2,19:45,36102.54,547.15
2022/4/2,20:00,35549.16,547.15
2022/4/2,20:15,36225.78,562.02
2022/4/2,20:30,36529.25,562.02
2022/4/2,20:45,37397.73,562.02
2022/4/2,21:00,37140.78,562.02
2022/4/2,21:15,37957.67,601.8
2022/4/2,21:30,37005.07,601.8
2022/4/2,21:45,36543.54,601.8
2022/4/2,22:00,36284.74,601.8
2022/4/2,22:15,36517.51,499.55
2022/4/2,22:30,36437.8,499.55
2022/4/2,22:45,36827.79,499.55
2022/4/2,23:00,37706.34,499.55
2022/4/2,23:15,39272.71,573.29
2022/4/2,23:30,39117.06,573.29
2022/4/2,23:45,38805.22,573.29
2022/4/2,24:00:00,38664.87,573.29
2022/4/3,0:15,38456.14,389.11
2022/4/3,0:30,38379.4,389.11
2022/4/3,0:45,38020.87,389.11
2022/4/3,1:00,37622.88,389.11
2022/4/3,1:15,37690.8,389.21
2022/4/3,1:30,37628,389.21
2022/4/3,1:45,36891.43,389.21
2022/4/3,2:00,36987.53,389.21
2022/4/3,2:15,36428.91,382.04
2022/4/3,2:30,36114.92,382.04
2022/4/3,2:45,35525.82,382.04
2022/4/3,3:00,34965.37,382.04
2022/4/3,3:15,34952.01,376.58
2022/4/3,3:30,34803.14,376.58
2022/4/3,3:45,34702.76,376.58
2022/4/3,4:00,34258.64,376.58
2022/4/3,4:15,34808,376.13
2022/4/3,4:30,34788.51,376.13
2022/4/3,4:45,35414.34,376.13
2022/4/3,5:00,35679.09,376.13
2022/4/3,5:15,36499.6,391.81
2022/4/3,5:30,35230.3,391.81
2022/4/3,5:45,35340.47,391.81
2022/4/3,6:00,36523.54,391.81
2022/4/3,6:15,35450.25,378.73
2022/4/3,6:30,35660.35,378.73
2022/4/3,6:45,34534.11,378.73
2022/4/3,7:00,33159.81,378.73
2022/4/3,7:15,31714.38,357.13
2022/4/3,7:30,30461.08,357.13
2022/4/3,7:45,29925.2,357.13
2022/4/3,8:00,29400.65,357.13
2022/4/3,8:15,29074.99,280.68
2022/4/3,8:30,28386.35,280.68
2022/4/3,8:45,27571.37,280.68
2022/4/3,9:00,26822.07,280.68
2022/4/3,9:15,26869.44,-16.3
2022/4/3,9:30,26702.83,-16.3
2022/4/3,9:45,26649.02,-16.3
2022/4/3,10:00,26820.01,-16.3
2022/4/3,10:15,27082.05,-80
2022/4/3,10:30,26877.17,-80
2022/4/3,10:45,27912.28,-80
2022/4/3,11:00,29180.54,-80
2022/4/3,11:15,30496.59,-60
2022/4/3,11:30,29147.1,-60
2022/4/3,11:45,28468.42,-60
2022/4/3,12:00,26522.8,-60
2022/4/3,12:15,26238.02,-80
2022/4/3,12:30,25255.17,-80
2022/4/3,12:45,25836.8,-80
2022/4/3,13:00,26009.44,-80
2022/4/3,13:15,27066.53,-80
2022/4/3,13:30,27807.46,-80
2022/4/3,13:45,28189.79,-80
2022/4/3,14:00,28573.55,-80
2022/4/3,14:15,27490.97,-80
2022/4/3,14:30,26674.14,-80
2022/4/3,14:45,26579.92,-80
2022/4/3,15:00,27683.12,-80
2022/4/3,15:15,27753.05,107.11
2022/4/3,15:30,28833.61,107.11
2022/4/3,15:45,29661.45,107.11
2022/4/3,16:00,31368.71,107.11
2022/4/3,16:15,31743.37,323.73
2022/4/3,16:30,32718.26,323.73
2022/4/3,16:45,33036.11,323.73
2022/4/3,17:00,33414.49,323.73
2022/4/3,17:15,34387.58,360.78
2022/4/3,17:30,34200.4,360.78
2022/4/3,17:45,35158.85,360.78
2022/4/3,18:00,35995.47,360.78
2022/4/3,18:15,36714.68,370.47
2022/4/3,18:30,37678.97,370.47
2022/4/3,18:45,38052.69,370.47
2022/4/3,19:00,38167.61,370.47
2022/4/3,19:15,38543.91,355.13
2022/4/3,19:30,38178.03,355.13
2022/4/3,19:45,38005.9,355.13
2022/4/3,20:00,37701.67,355.13
2022/4/3,20:15,38188.39,349.75
2022/4/3,20:30,38428.72,349.75
2022/4/3,20:45,38556.67,349.75
2022/4/3,21:00,38931.95,349.75
2022/4/3,21:15,38768.8,335.52
2022/4/3,21:30,38253.2,335.52
2022/4/3,21:45,37589.01,335.52
2022/4/3,22:00,37209.68,335.52
2022/4/3,22:15,36908.13,304.44
2022/4/3,22:30,36832.22,304.44
2022/4/3,22:45,36687.13,304.44
2022/4/3,23:00,37545.37,304.44
2022/4/3,23:15,39736.69,336.45
2022/4/3,23:30,38859.56,336.45
2022/4/3,23:45,38668.22,336.45
2022/4/3,24:00:00,38142.88,336.45
2022/4/4,0:15,38195.96,346.98
2022/4/4,0:30,38105.18,346.98
2022/4/4,0:45,37767.67,346.98
2022/4/4,1:00,37230.69,346.98
2022/4/4,1:15,37025.81,365.84
2022/4/4,1:30,37075.98,365.84
2022/4/4,1:45,36457.92,365.84
2022/4/4,2:00,36144.89,365.84
2022/4/4,2:15,35714.04,342.44
2022/4/4,2:30,35331.31,342.44
2022/4/4,2:45,35263.32,342.44
2022/4/4,3:00,35153.35,342.44
2022/4/4,3:15,34853.36,322.07
2022/4/4,3:30,34860.7,322.07
2022/4/4,3:45,34785.04,322.07
2022/4/4,4:00,34317.15,322.07
2022/4/4,4:15,34249.77,331.7
2022/4/4,4:30,34063.89,331.7
2022/4/4,4:45,34034.07,331.7
2022/4/4,5:00,33756.55,331.7
2022/4/4,5:15,34160.63,389.02
2022/4/4,5:30,34397.9,389.02
2022/4/4,5:45,34489.75,389.02
2022/4/4,6:00,33601.62,389.02
2022/4/4,6:15,31965.79,362.61
2022/4/4,6:30,30067.77,362.61
2022/4/4,6:45,28953.69,362.61
2022/4/4,7:00,27721.59,362.61
2022/4/4,7:15,26780.54,197.22
2022/4/4,7:30,26992.98,197.22
2022/4/4,7:45,26949.33,197.22
2022/4/4,8:00,26535.55,197.22
2022/4/4,8:15,26457.36,-52.55
2022/4/4,8:30,25125.19,-52.55
2022/4/4,8:45,23832.86,-52.55
2022/4/4,9:00,22884.37,-52.55
2022/4/4,9:15,22568.52,-80
2022/4/4,9:30,21751.37,-80
2022/4/4,9:45,21426.43,-80
2022/4/4,10:00,21310.4,-80
2022/4/4,10:15,21890.9,-80
2022/4/4,10:30,22252.46,-80
2022/4/4,10:45,23039.33,-80
2022/4/4,11:00,24938.76,-80
2022/4/4,11:15,27439.18,-80
2022/4/4,11:30,26452.68,-80
2022/4/4,11:45,24749.95,-80
2022/4/4,12:00,23319.56,-80
2022/4/4,12:15,21889.15,-80
2022/4/4,12:30,21134.08,-80
2022/4/4,12:45,21451.95,-80
2022/4/4,13:00,21586.7,-80
2022/4/4,13:15,22272.07,-80
2022/4/4,13:30,22921.44,-80
2022/4/4,13:45,23037.1,-80
2022/4/4,14:00,23043.45,-80
2022/4/4,14:15,21174.54,-80
2022/4/4,14:30,20564.29,-80
2022/4/4,14:45,20821.71,-80
2022/4/4,15:00,21083.85,-80
2022/4/4,15:15,22180.34,-80
2022/4/4,15:30,22723.28,-80
2022/4/4,15:45,23791.17,-80
2022/4/4,16:00,25102.31,-80
2022/4/4,16:15,25962.48,-22.75
2022/4/4,16:30,26485.2,-22.75
2022/4/4,16:45,27204.89,-22.75
2022/4/4,17:00,27654.98,-22.75
2022/4/4,17:15,28893.25,307.79
2022/4/4,17:30,29981.35,307.79
2022/4/4,17:45,31471.5,307.79
2022/4/4,18:00,32538.18,307.79
2022/4/4,18:15,32859.03,415.9
2022/4/4,18:30,33792.04,415.9
2022/4/4,18:45,33639.76,415.9
2022/4/4,19:00,34235.12,415.9
2022/4/4,19:15,34632.42,361.05
2022/4/4,19:30,33842.08,361.05
2022/4/4,19:45,33575.06,361.05
2022/4/4,20:00,32605.24,361.05
2022/4/4,20:15,32575.01,369.68
2022/4/4,20:30,32362.75,369.68
2022/4/4,20:45,32540.5,369.68
2022/4/4,21:00,32663.76,369.68
2022/4/4,21:15,32680.19,340.9
2022/4/4,21:30,31674.98,340.9
2022/4/4,21:45,31336.69,340.9
2022/4/4,22:00,30300.56,340.9
2022/4/4,22:15,29657.54,305.05
2022/4/4,22:30,29791.1,305.05
2022/4/4,22:45,29265.72,305.05
2022/4/4,23:00,30240.7,305.05
2022/4/4,23:15,31340.65,387.5
2022/4/4,23:30,30510.46,387.5
2022/4/4,23:45,29741.84,387.5
2022/4/4,24:00:00,29284.88,387.5
2022/4/5,0:15,30205.12,254.41
2022/4/5,0:30,30274.47,254.41
2022/4/5,0:45,30167.9,254.41
2022/4/5,1:00,30578.08,254.41
2022/4/5,1:15,30476.02,234.1
2022/4/5,1:30,30048.21,234.1
2022/4/5,1:45,29369.76,234.1
2022/4/5,2:00,28664,234.1
2022/4/5,2:15,28550.74,178.92
2022/4/5,2:30,27661.39,178.92
2022/4/5,2:45,27518.83,178.92
2022/4/5,3:00,26597.25,178.92
2022/4/5,3:15,26694.93,141.5
2022/4/5,3:30,26175.41,141.5
2022/4/5,3:45,25901.8,141.5
2022/4/5,4:00,25669.21,141.5
2022/4/5,4:15,25798.82,192.69
2022/4/5,4:30,25817.34,192.69
2022/4/5,4:45,25666.19,192.69
2022/4/5,5:00,25414.71,192.69
2022/4/5,5:15,26267.05,309.46
2022/4/5,5:30,26600.46,309.46
2022/4/5,5:45,27107.65,309.46
2022/4/5,6:00,26686.51,309.46
2022/4/5,6:15,25317.92,273.93
2022/4/5,6:30,24349.16,273.93
2022/4/5,6:45,23623.68,273.93
2022/4/5,7:00,22078.78,273.93
2022/4/5,7:15,21013.14,43.5
2022/4/5,7:30,19891.28,43.5
2022/4/5,7:45,18944.23,43.5
2022/4/5,8:00,17381.61,43.5
2022/4/5,8:15,15821.12,-80
2022/4/5,8:30,14771.44,-80
2022/4/5,8:45,14752.63,-80
2022/4/5,9:00,15193.56,-80
2022/4/5,9:15,14862.81,-80
2022/4/5,9:30,14972.48,-80
2022/4/5,9:45,15217.53,-80
2022/4/5,10:00,15256.86,-80
2022/4/5,10:15,15360.33,-80
2022/4/5,10:30,15284.49,-80
2022/4/5,10:45,15365.24,-80
2022/4/5,11:00,15531.42,-80
2022/4/5,11:15,15683.47,-80
2022/4/5,11:30,15711.76,-80
2022/4/5,11:45,15280.89,-80
2022/4/5,12:00,14354.94,-80
2022/4/5,12:15,14549.43,-80
2022/4/5,12:30,14278.82,-80
2022/4/5,12:45,14573.48,-80
2022/4/5,13:00,14448.52,-80
2022/4/5,13:15,14755.88,-80
2022/4/5,13:30,14859.22,-80
2022/4/5,13:45,15183.83,-80
2022/4/5,14:00,15514.12,-80
2022/4/5,14:15,15772.94,-80
2022/4/5,14:30,15950.57,-80
2022/4/5,14:45,16450.31,-80
2022/4/5,15:00,16571.77,-80
2022/4/5,15:15,17037.39,-80
2022/4/5,15:30,17259.13,-80
2022/4/5,15:45,18131.91,-80
2022/4/5,16:00,18926.17,-80
2022/4/5,16:15,19355.91,106.91
2022/4/5,16:30,20192.46,106.91
2022/4/5,16:45,21602.13,106.91
2022/4/5,17:00,23210.46,106.91
2022/4/5,17:15,26012.07,365.17
2022/4/5,17:30,27619.55,365.17
2022/4/5,17:45,29682.26,365.17
2022/4/5,18:00,31220.1,365.17
2022/4/5,18:15,32100.62,464
2022/4/5,18:30,33312.45,464
2022/4/5,18:45,33527.67,464
2022/4/5,19:00,34280.35,464
2022/4/5,19:15,35123.86,463.08
2022/4/5,19:30,34887.67,463.08
2022/4/5,19:45,34258.66,463.08
2022/4/5,20:00,33829.43,463.08
2022/4/5,20:15,33862.34,467.07
2022/4/5,20:30,33860.63,467.07
2022/4/5,20:45,34114.96,467.07
2022/4/5,21:00,34091.56,467.07
2022/4/5,21:15,34247.63,437.95
2022/4/5,21:30,34107.88,437.95
2022/4/5,21:45,32777.8,437.95
2022/4/5,22:00,32403.4,437.95
2022/4/5,22:15,31826.99,405.85
2022/4/5,22:30,31801.8,405.85
2022/4/5,22:45,31551.37,405.85
2022/4/5,23:00,31854.01,405.85
2022/4/5,23:15,33863.27,517.59
2022/4/5,23:30,33341.26,517.59
2022/4/5,23:45,33283.53,517.59
2022/4/5,24:00:00,32762.08,517.59
2022/4/6,0:15,33338.59,390.83
2022/4/6,0:30,33041.19,390.83
2022/4/6,0:45,33123.7,390.83
2022/4/6,1:00,33098.96,390.83
2022/4/6,1:15,32985.88,330.5
2022/4/6,1:30,32974.61,330.5
2022/4/6,1:45,33197.26,330.5
2022/4/6,2:00,32932.12,330.5
2022/4/6,2:15,33133.85,293.72
2022/4/6,2:30,32829.78,293.72
2022/4/6,2:45,32622.04,293.72
2022/4/6,3:00,32354.34,293.72
2022/4/6,3:15,32421.6,249
2022/4/6,3:30,32213.6,249
2022/4/6,3:45,32347.37,249
2022/4/6,4:00,32381.18,249
2022/4/6,4:15,32633.16,254.37
2022/4/6,4:30,32898,254.37
2022/4/6,4:45,32826.55,254.37
2022/4/6,5:00,33074.74,254.37
2022/4/6,5:15,34165.19,363.71
2022/4/6,5:30,34641.02,363.71
2022/4/6,5:45,35346.69,363.71
2022/4/6,6:00,35661.16,363.71
2022/4/6,6:15,33872.91,367.77
2022/4/6,6:30,32631.08,367.77
2022/4/6,6:45,31585.72,367.77
2022/4/6,7:00,29952.91,367.77
2022/4/6,7:15,28985.73,277.72
2022/4/6,7:30,28041.57,277.72
2022/4/6,7:45,26667.95,277.72
2022/4/6,8:00,25799.34,277.72
2022/4/6,8:15,24428.29,110.82
2022/4/6,8:30,23499.21,110.82
2022/4/6,8:45,22207.79,110.82
2022/4/6,9:00,20891.1,110.82
2022/4/6,9:15,19780.55,-80
2022/4/6,9:30,19324.42,-80
2022/4/6,9:45,18296.78,-80
2022/4/6,10:00,17856.59,-80
2022/4/6,10:15,17147.76,-80
2022/4/6,10:30,17188.64,-80
2022/4/6,10:45,17215.42,-80
2022/4/6,11:00,17994.57,-80
2022/4/6,11:15,19072.68,-27.72
2022/4/6,11:30,18257.61,-27.72
2022/4/6,11:45,17862.42,-27.72
2022/4/6,12:00,16836.53,-27.72
2022/4/6,12:15,16588.73,-80
2022/4/6,12:30,16265.9,-80
2022/4/6,12:45,16585.71,-80
2022/4/6,13:00,16550.91,-80
2022/4/6,13:15,17264.8,25.46
2022/4/6,13:30,18116.19,25.46
2022/4/6,13:45,18446.4,25.46
2022/4/6,14:00,18620.5,25.46
2022/4/6,14:15,18306.25,86.53
2022/4/6,14:30,18377.75,86.53
2022/4/6,14:45,18684.5,86.53
2022/4/6,15:00,19527.51,86.53
2022/4/6,15:15,21091.71,242.98
2022/4/6,15:30,22288.05,242.98
2022/4/6,15:45,23327.63,242.98
2022/4/6,16:00,25390.22,242.98
2022/4/6,16:15,26407.67,367.14
2022/4/6,16:30,27961.96,367.14
2022/4/6,16:45,29369.8,367.14
2022/4/6,17:00,30742.58,367.14
2022/4/6,17:15,32340.02,524.3
2022/4/6,17:30,34097.4,524.3
2022/4/6,17:45,35173.84,524.3
2022/4/6,18:00,35606.24,524.3
2022/4/6,18:15,36339.41,790.03
2022/4/6,18:30,35837.66,790.03
2022/4/6,18:45,35635.1,790.03
2022/4/6,19:00,35799.87,790.03
2022/4/6,19:15,35831.14,687.46
2022/4/6,19:30,35409.22,687.46
2022/4/6,19:45,34791.59,687.46
2022/4/6,20:00,34259.97,687.46
2022/4/6,20:15,34003.9,686.06
2022/4/6,20:30,33880.59,686.06
2022/4/6,20:45,33161.61,686.06
2022/4/6,21:00,33125.88,686.06
2022/4/6,21:15,32614.08,685.21
2022/4/6,21:30,31806.45,685.21
2022/4/6,21:45,30610.98,685.21
2022/4/6,22:00,29865.3,685.21
2022/4/6,22:15,29619.76,553.57
2022/4/6,22:30,28978.85,553.57
2022/4/6,22:45,28106.9,553.57
2022/4/6,23:00,28433.75,553.57
2022/4/6,23:15,29881.59,1011.9
2022/4/6,23:30,28863.77,1011.9
2022/4/6,23:45,28376.51,1011.9
2022/4/6,24:00:00,27806.6,1011.9
2022/4/7,0:15,27797.29,699.45
2022/4/7,0:30,27470.96,699.45
2022/4/7,0:45,27088.33,699.45
2022/4/7,1:00,26203.43,699.45
2022/4/7,1:15,26285.12,650.8
2022/4/7,1:30,25910.53,650.8
2022/4/7,1:45,25564.1,650.8
2022/4/7,2:00,25298.77,650.8
2022/4/7,2:15,25079.01,603.25
2022/4/7,2:30,24765.3,603.25
2022/4/7,2:45,24587.7,603.25
2022/4/7,3:00,24546.9,603.25
2022/4/7,3:15,24316.77,583.57
2022/4/7,3:30,24632.27,583.57
2022/4/7,3:45,24401.36,583.57
2022/4/7,4:00,24248.06,583.57
2022/4/7,4:15,25048.78,593.5
2022/4/7,4:30,24990.57,593.5
2022/4/7,4:45,25205.78,593.5
2022/4/7,5:00,25581.46,593.5
2022/4/7,5:15,26731.53,621.84
2022/4/7,5:30,27419.54,621.84
2022/4/7,5:45,27451.32,621.84
2022/4/7,6:00,27721.95,621.84
2022/4/7,6:15,26074.8,588.49
2022/4/7,6:30,24922.33,588.49
2022/4/7,6:45,23859.17,588.49
2022/4/7,7:00,22439.31,588.49
2022/4/7,7:15,21175.61,471.76
2022/4/7,7:30,20534.52,471.76
2022/4/7,7:45,19634.44,471.76
2022/4/7,8:00,18627.51,471.76
2022/4/7,8:15,18018.12,248.93
2022/4/7,8:30,16497.15,248.93
2022/4/7,8:45,15516.8,248.93
2022/4/7,9:00,14844.84,248.93
2022/4/7,9:15,15669.35,17.33
2022/4/7,9:30,15809.54,17.33
2022/4/7,9:45,15277.89,17.33
2022/4/7,10:00,14936.35,17.33
2022/4/7,10:15,14876.03,-80
2022/4/7,10:30,14867.25,-80
2022/4/7,10:45,14943.15,-80
2022/4/7,11:00,14813.84,-80
2022/4/7,11:15,15600.99,-29.75
2022/4/7,11:30,15234.52,-29.75
2022/4/7,11:45,14632.8,-29.75
2022/4/7,12:00,14282.45,-29.75
2022/4/7,12:15,14681.17,-80
2022/4/7,12:30,14552.4,-80
2022/4/7,12:45,14672.9,-80
2022/4/7,13:00,14808.1,-80
2022/4/7,13:15,14866.01,-56.14
2022/4/7,13:30,15546.76,-56.14
2022/4/7,13:45,15960.41,-56.14
2022/4/7,14:00,15810.35,-56.14
2022/4/7,14:15,16310.6,-57.61
2022/4/7,14:30,16547.89,-57.61
2022/4/7,14:45,16978.3,-57.61
2022/4/7,15:00,17523.6,-57.61
2022/4/7,15:15,17805.15,126.16
2022/4/7,15:30,18043.38,126.16
2022/4/7,15:45,18283.23,126.16
2022/4/7,16:00,18094.65,126.16
2022/4/7,16:15,18746.77,365.72
2022/4/7,16:30,19064.04,365.72
2022/4/7,16:45,19933.54,365.72
2022/4/7,17:00,21199.03,365.72
2022/4/7,17:15,22162.18,483.84
2022/4/7,17:30,23249.05,483.84
2022/4/7,17:45,24637.03,483.84
2022/4/7,18:00,25512.82,483.84
2022/4/7,18:15,26859.23,583.27
2022/4/7,18:30,27061.76,583.27
2022/4/7,18:45,27294.61,583.27
2022/4/7,19:00,27534,583.27
2022/4/7,19:15,28255.55,521.39
2022/4/7,19:30,27901.7,521.39
2022/4/7,19:45,27291.48,521.39
2022/4/7,20:00,26754.05,521.39
2022/4/7,20:15,26846.78,514.42
2022/4/7,20:30,26558.79,514.42
2022/4/7,20:45,26457.59,514.42
2022/4/7,21:00,26285.67,514.42
2022/4/7,21:15,26506.55,437.06
2022/4/7,21:30,25881.23,437.06
2022/4/7,21:45,25212.47,437.06
2022/4/7,22:00,24423.01,437.06
2022/4/7,22:15,24415.09,342.7
2022/4/7,22:30,24077.05,342.7
2022/4/7,22:45,23713.97,342.7
2022/4/7,23:00,24283.27,342.7
2022/4/7,23:15,25753.45,373.45
2022/4/7,23:30,25225.73,373.45
2022/4/7,23:45,24730.57,373.45
2022/4/7,24:00:00,24160.08,373.45
2022/4/8,0:15,24476.42,419.09
2022/4/8,0:30,24105.41,419.09
2022/4/8,0:45,23597.58,419.09
2022/4/8,1:00,23122.79,419.09
2022/4/8,1:15,22954.85,453.81
2022/4/8,1:30,22707.75,453.81
2022/4/8,1:45,22476.83,453.81
2022/4/8,2:00,22298.83,453.81
2022/4/8,2:15,21964.46,417.32
2022/4/8,2:30,21860.62,417.32
2022/4/8,2:45,21553.78,417.32
2022/4/8,3:00,21421.34,417.32
2022/4/8,3:15,21363.62,388.03
2022/4/8,3:30,21233.76,388.03
2022/4/8,3:45,21179.78,388.03
2022/4/8,4:00,21326.9,388.03
2022/4/8,4:15,21439.98,385.93
2022/4/8,4:30,21614.13,385.93
2022/4/8,4:45,21951.25,385.93
2022/4/8,5:00,22699.44,385.93
2022/4/8,5:15,23493.88,480.25
2022/4/8,5:30,24094.32,480.25
2022/4/8,5:45,24875.29,480.25
2022/4/8,6:00,25058.96,480.25
2022/4/8,6:15,23697.05,444.35
2022/4/8,6:30,22092.93,444.35
2022/4/8,6:45,21131.87,444.35
2022/4/8,7:00,19979.16,444.35
2022/4/8,7:15,19194.11,274.15
2022/4/8,7:30,18539.23,274.15
2022/4/8,7:45,18418.64,274.15
2022/4/8,8:00,17606,274.15
2022/4/8,8:15,16787.26,46.26
2022/4/8,8:30,16229.23,46.26
2022/4/8,8:45,14872.32,46.26
2022/4/8,9:00,13981.63,46.26
2022/4/8,9:15,13296.63,-80
2022/4/8,9:30,13611.42,-80
2022/4/8,9:45,13529.87,-80
2022/4/8,10:00,13458.75,-80
2022/4/8,10:15,13553.64,-80
2022/4/8,10:30,13425.75,-80
2022/4/8,10:45,13468.41,-80
2022/4/8,11:00,13521.19,-80
2022/4/8,11:15,13759.67,-80
2022/4/8,11:30,13247.68,-80
2022/4/8,11:45,13150.93,-80
2022/4/8,12:00,13175.29,-80
2022/4/8,12:15,13087.59,-80
2022/4/8,12:30,13366.84,-80
2022/4/8,12:45,13504.72,-80
2022/4/8,13:00,13658.85,-80
2022/4/8,13:15,14198.8,-80
2022/4/8,13:30,14404.47,-80
2022/4/8,13:45,14201.94,-80
2022/4/8,14:00,14393.09,-80
2022/4/8,14:15,14471.63,-80
2022/4/8,14:30,14344.61,-80
2022/4/8,14:45,15049.17,-80
2022/4/8,15:00,15182.7,-80
2022/4/8,15:15,15123.5,-54.75
2022/4/8,15:30,15571.32,-54.75
2022/4/8,15:45,15608.39,-54.75
2022/4/8,16:00,15892.68,-54.75
2022/4/8,16:15,16952.43,143.69
2022/4/8,16:30,18191.44,143.69
2022/4/8,16:45,18834.82,143.69
2022/4/8,17:00,20216.23,143.69
2022/4/8,17:15,21661.81,380.61
2022/4/8,17:30,23068.15,380.61
2022/4/8,17:45,24127.07,380.61
2022/4/8,18:00,24799.16,380.61
2022/4/8,18:15,25721.34,509.82
2022/4/8,18:30,26101.81,509.82
2022/4/8,18:45,26734.21,509.82
2022/4/8,19:00,27129.86,509.82
2022/4/8,19:15,27707.14,438.22
2022/4/8,19:30,27404,438.22
2022/4/8,19:45,27197.75,438.22
2022/4/8,20:00,26585.31,438.22
2022/4/8,20:15,26902.02,402.89
2022/4/8,20:30,26578.17,402.89
2022/4/8,20:45,26821.19,402.89
2022/4/8,21:00,26786.06,402.89
2022/4/8,21:15,26298.47,336.25
2022/4/8,21:30,25827.38,336.25
2022/4/8,21:45,24835.89,336.25
2022/4/8,22:00,24142.71,336.25
2022/4/8,22:15,24460.46,260.4
2022/4/8,22:30,23532.58,260.4
2022/4/8,22:45,23155.87,260.4
2022/4/8,23:00,24191.97,260.4
2022/4/8,23:15,25813.12,353.42
2022/4/8,23:30,25245.98,353.42
2022/4/8,23:45,24820.83,353.42
2022/4/8,24:00:00,24419.12,353.42
2022/4/9,0:15,24038.91,290
2022/4/9,0:30,23809.05,290
2022/4/9,0:45,23976.39,290
2022/4/9,1:00,23359.13,290
2022/4/9,1:15,23346.85,239.07
2022/4/9,1:30,23224.18,239.07
2022/4/9,1:45,22903.69,239.07
2022/4/9,2:00,22949.01,239.07
2022/4/9,2:15,22862.34,200.7
2022/4/9,2:30,22398.59,200.7
2022/4/9,2:45,22448.92,200.7
2022/4/9,3:00,22148.85,200.7
2022/4/9,3:15,21851.12,173.55
2022/4/9,3:30,21655.49,173.55
2022/4/9,3:45,21652.07,173.55
2022/4/9,4:00,21483.71,173.55
2022/4/9,4:15,21859.12,201.57
2022/4/9,4:30,22313.04,201.57
2022/4/9,4:45,22708.09,201.57
2022/4/9,5:00,23550.46,201.57
2022/4/9,5:15,24497.15,320.18
2022/4/9,5:30,25221.98,320.18
2022/4/9,5:45,26246.39,320.18
2022/4/9,6:00,26877.91,320.18
2022/4/9,6:15,25316.38,251.08
2022/4/9,6:30,23733.13,251.08
2022/4/9,6:45,22477.72,251.08
2022/4/9,7:00,21109.89,251.08
2022/4/9,7:15,19666.51,95.59
2022/4/9,7:30,18402.48,95.59
2022/4/9,7:45,18025.91,95.59
2022/4/9,8:00,17260.89,95.59
2022/4/9,8:15,16307.9,-31.1
2022/4/9,8:30,14882.87,-31.1
2022/4/9,8:45,13934.94,-31.1
2022/4/9,9:00,13530.29,-31.1
2022/4/9,9:15,13422.36,-80
2022/4/9,9:30,13713.84,-80
2022/4/9,9:45,13792.54,-80
2022/4/9,10:00,13542.37,-80
2022/4/9,10:15,13749.05,-80
2022/4/9,10:30,13800.09,-80
2022/4/9,10:45,13790.87,-80
2022/4/9,11:00,14258.27,-80
2022/4/9,11:15,14182.34,-80
2022/4/9,11:30,14096.05,-80
2022/4/9,11:45,14794.62,-80
2022/4/9,12:00,14136.97,-80
2022/4/9,12:15,13657.42,-80
2022/4/9,12:30,13346.11,-80
2022/4/9,12:45,13480.03,-80
2022/4/9,13:00,14680.61,-80
2022/4/9,13:15,14853.19,-80
2022/4/9,13:30,15163.01,-80
2022/4/9,13:45,15191.29,-80
2022/4/9,14:00,14783.29,-80
2022/4/9,14:15,15572.11,-80
2022/4/9,14:30,15277.09,-80
2022/4/9,14:45,15571.97,-80
2022/4/9,15:00,15701.76,-80
2022/4/9,15:15,15510.3,-50
2022/4/9,15:30,15867.18,-50
2022/4/9,15:45,16052.3,-50
2022/4/9,16:00,17049.05,-50
2022/4/9,16:15,18239.26,152.52
2022/4/9,16:30,19485.62,152.52
2022/4/9,16:45,20583.51,152.52
2022/4/9,17:00,21613,152.52
2022/4/9,17:15,22963.27,343.16
2022/4/9,17:30,23882.05,343.16
2022/4/9,17:45,24655.14,343.16
2022/4/9,18:00,25367.49,343.16
2022/4/9,18:15,26192.47,384.78
2022/4/9,18:30,26981.83,384.78
2022/4/9,18:45,27216.46,384.78
2022/4/9,19:00,27454.81,384.78
